customerID,tenure,Contract,InternetService,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
0603-OLQDC,12,Month-to-month,DSL,Yes,No,Yes,No,No,No,Yes,Yes
3272-VUHPV,8,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,No,No
4176-FXYBO,54,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1063-DHQJF,69,Two year,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,No
8663-UPDGF,26,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No
6719-FGEDO,72,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1837-YQUCE,70,Two year,DSL,No,No phone service,Yes,No,Yes,Yes,Yes,Yes
2947-DOMLJ,1,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,No
4112-LUEIZ,10,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,Yes
0369-ZGOVK,28,One year,Fiber optic,Yes,No,No,No,No,No,No,No
4510-HIMLV,1,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
9919-KNPOO,21,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes
8749-JMNKX,51,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,No
7872-BAAZR,53,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9391-LMANN,53,One year,Fiber optic,Yes,No,Yes,Yes,Yes,No,No,Yes
2430-USGXP,24,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
8174-TBVCF,70,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1698-XFZCI,61,One year,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1877-HKBQX,11,One year,DSL,Yes,No,Yes,No,No,Yes,No,No
4450-DLLMH,2,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
0428-AXXLJ,25,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2746-DIJLO,41,One year,DSL,Yes,Yes,No,Yes,No,No,No,No
5955-ERIHD,18,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes
0917-EZOLA,72,Two year,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
3508-VLHCZ,71,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4086-ATNFV,34,One year,DSL,Yes,No,Yes,Yes,Yes,No,No,No
0468-YRPXN,29,Month-to-month,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes
5996-NRVXR,40,One year,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3739-YBWAB,36,One year,DSL,No,No phone service,Yes,No,Yes,No,No,No
7047-FWEYA,46,One year,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
2000-MPKCA,58,One year,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
9762-YAQAA,39,One year,Fiber optic,Yes,Yes,No,Yes,No,No,No,No
5949-EBSQK,4,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,Yes
5473-KHBPS,52,One year,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,No
0100-DUVFC,70,One year,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
5397-TUPSH,65,One year,Fiber optic,Yes,No,No,No,No,No,No,No
8950-MTZNV,1,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
0326-VDYXE,70,One year,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
6773-LQTVT,29,Month-to-month,DSL,No,No phone service,No,Yes,Yes,No,No,No
7274-RTAPZ,1,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,Yes
0436-TWFFZ,67,Two year,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
8566-YPRGL,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0311-UNPFF,26,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,Yes
6609-MXJHJ,30,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2669-OIDSD,48,Month-to-month,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes
8400-WZICQ,55,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,No,No
3834-XUIFC,7,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,Yes
9576-SYUHJ,37,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,No
0410-IPFTY,31,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,No,Yes
2831-EBWRN,4,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
9430-NKQLY,72,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8414-MYSHR,5,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,Yes
0247-SLUJI,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9402-ORRAH,15,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,Yes
6483-OATDN,8,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,No
1293-HHSHJ,35,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4840-ORQXB,56,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
7599-FKVXZ,42,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes
3982-DQLUS,65,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,No
8610-ZIKJJ,2,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3756-VNWDH,65,One year,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes
7801-KICAO,18,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
7673-LPRNY,23,One year,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes
8229-TNIQA,4,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
6060-QBMGV,70,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7339-POGZN,4,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,No
2828-SLQPF,19,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
4465-VDKIQ,18,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,No,No,No
2921-XWDJH,38,Month-to-month,Fiber optic,Yes,No,Yes,No,No,No,No,Yes
6221-AVQYL,2,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
2558-BUOZZ,47,One year,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,No
9257-AZMTZ,52,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0003-MKNFE,9,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Yes
0975-UYDTX,26,One year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7743-EXURX,8,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,No
4682-BLBUC,44,One year,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No
0975-VOOVL,3,Month-to-month,DSL,No,No phone service,No,Yes,No,No,No,No
5968-VXZLG,2,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
5569-KGJHX,9,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,No
4988-IQIGL,1,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
5201-FRKKS,25,Month-to-month,Fiber optic,Yes,No,Yes,No,No,No,No,No
9799-CAYJJ,2,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
7730-IUTDZ,43,Month-to-month,Fiber optic,Yes,No,Yes,No,No,No,No,No
0426-TIRNE,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5443-SCMKX,58,One year,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,Yes
8295-KMENE,59,Two year,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No
6738-ISCBM,44,One year,DSL,No,No phone service,Yes,No,Yes,No,Yes,Yes
9821-BESNZ,66,One year,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
3678-MNGZX,68,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1335-NTIUC,9,Month-to-month,DSL,No,No phone service,No,No,No,No,No,No
2916-BQZLN,19,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,No
4558-CGYCZ,4,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2368-GAKKQ,70,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8710-YGLWG,1,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
3199-XGZCY,8,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
3785-KTYSH,53,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6814-ZPWFQ,51,One year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4063-EIKNQ,11,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6993-YCOBK,60,Two year,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
5206-HPJKM,17,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,No,No
7587-RZNME,3,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
0748-RDGGM,70,One year,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
8393-JMVMB,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5019-GQVCR,43,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,No
6036-TTFYU,16,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2550-AEVRU,57,One year,DSL,Yes,No,Yes,Yes,No,No,No,No
0969-RGKCU,37,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0378-CJKPV,72,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4706-AXVKM,11,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,Yes
5889-JTMUL,50,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,No
9026-RNUJS,5,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,No
3746-EUBYR,1,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
2332-EFBJY,16,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2880-FPNAE,2,Month-to-month,Fiber optic,Yes,No,No,No,Yes,No,No,No
1703-MGIAB,17,Month-to-month,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No
4311-QTTAI,16,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9474-PHLYD,15,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,Yes
4318-RAJVY,10,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2165-VOEGB,46,One year,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes
3612-YUNGG,64,Two year,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
2254-DLXRI,1,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,No,No
5062-CJJKH,25,One year,DSL,Yes,No,No,Yes,Yes,No,No,No
9028-LIHRP,71,Two year,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2219-MVUSO,8,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
1053-MXTTK,72,Two year,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1530-ZTDOZ,49,Month-to-month,DSL,No,No phone service,Yes,No,No,No,Yes,No
1301-LOPVR,29,One year,DSL,No,No phone service,Yes,Yes,Yes,Yes,No,Yes
0853-TWRVK,72,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
8914-RBTSB,31,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,No
6212-ATMLK,50,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes
8200-LGKSR,71,Two year,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
1568-BEKZM,70,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0670-ANMUU,71,One year,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,Yes
6897-RWMUB,61,Two year,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No
0963-ZBDRN,32,Month-to-month,Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes
7594-RQHXR,1,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,Yes
6999-CHVCF,68,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes
6134-KWTBV,62,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1077-HUUJM,7,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
6331-EWIEB,20,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,No
0895-LNKRC,6,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2045-BMBTJ,33,Month-to-month,DSL,No,No phone service,Yes,Yes,Yes,No,Yes,Yes
8417-GSODA,28,One year,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes
5171-EPLKN,27,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4452-QIIEB,7,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
5998-VVEJY,26,Month-to-month,Fiber optic,Yes,Yes,No,No,No,Yes,No,No
1624-NALOJ,5,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,No,Yes
6741-EGCBI,30,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes
7820-ZYGNY,63,One year,Fiber optic,Yes,Yes,No,Yes,No,No,No,Yes
4317-VTEOA,1,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No
9677-AVKED,53,One year,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
1670-SVOWZ,14,Month-to-month,Fiber optic,Yes,No,No,Yes,No,Yes,No,Yes
2227-JRSJX,21,Month-to-month,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Yes
9847-HNVGP,17,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6696-YDAYZ,16,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8980-WQFWL,35,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,Yes
1730-ZMAME,32,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,Yes
6506-EYCNH,28,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4634-JLRJT,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9501-UKKNL,59,Month-to-month,DSL,No,No phone service,No,No,No,Yes,Yes,Yes
2560-QTSBS,72,One year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7541-YLXCL,36,One year,DSL,Yes,No,No,Yes,No,Yes,No,Yes
4795-WRNVT,40,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,Yes,No
6080-TCMYC,40,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,No,No
0260-ZDLGK,9,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes
7860-UXCRM,63,Two year,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6357-JJPQT,3,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,No
2292-XQWSV,40,One year,DSL,No,No phone service,No,Yes,Yes,Yes,Yes,Yes
9552-TGUZV,8,Month-to-month,Fiber optic,Yes,No,Yes,No,No,No,No,No
5913-INRQV,34,One year,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,No
8722-NGNBH,5,Month-to-month,DSL,No,No phone service,Yes,No,Yes,Yes,No,No
6210-KBBPI,9,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes
9643-YBLUR,9,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes
8734-FNWVH,31,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,Yes
9447-YPTBX,50,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0133-BMFZO,2,Month-to-month,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,No
6128-CZOMY,1,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
9540-JYROE,8,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
9026-LHEVG,9,Month-to-month,DSL,No,No phone service,No,Yes,No,No,No,Yes
2260-USTRB,2,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
3656-TKRVZ,3,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,No,No
7011-CVEUC,25,Month-to-month,Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes
6185-TASNN,1,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
7925-PNRGI,45,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
8623-TMRBY,51,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,No
1552-CZCLL,55,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3038-PQIUY,38,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No
1501-SGHBW,2,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
9313-CDOGY,38,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8148-BPLZQ,34,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No
2623-DRYAM,70,One year,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
9987-LUTYD,13,One year,DSL,Yes,No,Yes,No,No,Yes,No,No
3208-YPIOE,39,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
4488-KQFDT,61,One year,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
2612-RANWT,12,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
5693-PIPCS,41,Two year,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Yes
0491-KAPQG,21,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
1925-LFCZZ,55,One year,DSL,No,No phone service,No,No,Yes,No,Yes,Yes
8039-EQPIM,69,Two year,DSL,No,No phone service,Yes,No,Yes,Yes,Yes,Yes
6900-PXRMS,26,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
8707-RMEZH,69,One year,Fiber optic,Yes,No,Yes,Yes,No,No,No,Yes
3346-BRMIS,18,Month-to-month,DSL,No,No phone service,No,No,Yes,No,Yes,Yes
3209-ZPKFI,47,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,No,No
6479-VDGRK,72,Two year,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
9373-WSLOY,33,Month-to-month,DSL,No,No phone service,No,Yes,Yes,Yes,Yes,No
2933-FILNV,2,Month-to-month,DSL,No,No phone service,No,No,No,No,No,No
3569-JFODW,72,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9819-FBNSV,37,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
9544-PYPSJ,62,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,Yes
1591-XWLGB,71,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0396-UKGAI,23,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,No,No
3243-ZHOHY,16,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5186-EJEGL,9,Month-to-month,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No
7527-QNRUS,17,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9986-BONCE,4,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2722-JMONI,1,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,No
2203-GHNWN,24,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,No,No
3878-AVSOQ,1,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
3258-SYSWS,72,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5296-PSYVW,72,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6319-QSUSR,11,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4083-EUGRJ,9,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7579-OOPEC,2,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No
0512-FLFDW,60,One year,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
1771-OADNZ,29,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,Yes
0487-CRLZF,49,Two year,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes
2107-FBPTK,30,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
9451-WLYRI,53,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8219-VYBVI,39,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1991-VOPLL,9,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9738-QLWTP,39,One year,Fiber optic,Yes,No,No,No,Yes,Yes,No,No
1016-DJTSV,8,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
9419-IPPBE,51,One year,Fiber optic,Yes,Yes,No,No,Yes,No,No,Yes
0174-QRVVY,71,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5699-BNCAS,71,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2900-PHPLN,70,Two year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0612-RTZZA,1,Month-to-month,DSL,No,No phone service,No,No,No,No,No,No
8106-GWQOK,38,Two year,DSL,No,No phone service,Yes,Yes,No,Yes,Yes,Yes
8751-EDEKA,28,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,No,No,Yes
6878-GGDWG,32,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4039-PIMHX,49,Two year,DSL,Yes,No,No,Yes,No,No,No,No
8450-LUGUK,37,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3604-WLABM,10,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,No,No
0795-GMVQO,67,One year,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2259-OUUSZ,7,One year,DSL,No,No phone service,No,No,Yes,Yes,No,No
1142-IHLOO,51,One year,Fiber optic,Yes,No,No,No,No,No,Yes,Yes
6410-LEFEN,9,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
4633-MKHYU,9,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,Yes
6257-RJOHI,4,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,No
1545-JFUML,71,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3194-ORPIK,50,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,Yes,No
7826-VVKWT,24,Two year,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes
1353-GHZOS,22,One year,DSL,Yes,No,Yes,No,No,No,Yes,No
2587-EKXTS,44,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
5442-BXVND,33,Month-to-month,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8816-VXNZD,1,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
9378-FXTIZ,54,One year,DSL,Yes,Yes,No,No,No,No,Yes,Yes
1723-HKXJQ,42,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes
7825-GKXMW,1,Month-to-month,DSL,Yes,No,No,No,No,No,No,No
9753-OYLBX,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2364-UFROM,30,One year,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No
6656-JWRQX,1,Month-to-month,DSL,No,No phone service,No,No,No,Yes,No,No
6473-ULUHT,16,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1240-KNSEZ,1,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0836-SEYLU,9,Month-to-month,DSL,No,No phone service,No,No,No,Yes,Yes,No
4433-JCGCG,46,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
3716-BDVDB,1,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
7688-AWMDX,71,Two year,DSL,Yes,No,Yes,No,No,Yes,No,No
2842-BCQGE,43,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
7244-QWYHG,50,One year,DSL,No,No phone service,Yes,No,No,Yes,Yes,No
5899-MQZZL,13,Month-to-month,Fiber optic,Yes,Yes,No,No,No,No,No,No
6849-OYAMU,19,One year,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Yes
5312-UXESG,41,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Yes
9488-HGMJH,1,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,No
6038-GCYEC,24,Month-to-month,DSL,No,No phone service,No,Yes,Yes,No,Yes,Yes
2150-WLKUW,40,One year,DSL,Yes,Yes,No,Yes,No,No,Yes,No
7159-FVYPK,3,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No
7032-LMBHI,37,One year,DSL,Yes,Yes,Yes,No,No,No,Yes,No
1150-WFARN,67,Two year,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
6088-BXMRG,32,Month-to-month,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes
3144-AUDBS,6,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,No
4821-SJHJV,32,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,No
7346-MEDWM,59,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,No
1137-DGOWI,30,One year,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes
5616-PRTNT,20,Month-to-month,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3812-LRZIR,27,Two year,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4818-QIUFN,20,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,No,No,No
9483-GCPWE,9,One year,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4227-OJHAL,68,One year,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No
9220-CXRSC,69,Two year,DSL,Yes,Yes,Yes,No,No,Yes,No,No
4993-JCRGJ,26,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,No
